,seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
1938,73244618,0.08,0.00894881538206,327.6558,0.000260297438428,0.9306,1.0,1.0,0.002,0.035,-0.00200283685816,8,13,19,14,8,4
1988,50048919,0.09,0.00741412571521,327.6558,0.00017488548868999998,0.5494,1.0,1.0,0.002,0.005,-0.004739097917310001,6,11,10,7,6,1
1989,27838809,0.09,0.007387457134239999,327.6558,0.00019204650139200002,0.6004,1.0,1.0,0.002,0.01,-0.00404816367406,5,7,12,9,7,2
1990,57811468,0.09,0.008018975288090001,327.6558,0.00021119023604900002,0.6873,1.0,1.0,0.002,0.015,-0.00365696674712,5,13,15,9,4,3
1991,19312534,0.09,0.009961261884030001,327.6558,0.000272014234424,0.9331,1.0,1.0,0.002,0.02,-0.0023321724518699997,10,18,18,12,10,3
1992,27821852,0.09,0.00975767532584,327.6558,0.000264923848301,0.8783,1.0,1.0,0.002,0.025,-0.000459324483768,7,15,19,12,10,2
1993,93738690,0.09,0.00720147736591,327.6558,0.000183752319795,0.5722,1.0,1.0,0.002,0.03,-0.00412395257403,5,8,11,9,9,1
1994,49676185,0.09,0.0077379040729,327.6558,0.000218637758426,0.7105,1.0,1.0,0.002,0.035,-0.00284461496485,5,12,14,11,7,3
2044,95054516,0.04,0.00439786065038,327.6558,6.65575306315e-05,0.1994,1.0,1.0,0.002,0.005,-0.00472646418697,5,7,6,2,0,0
2045,49448224,0.04,0.008909450427780002,327.6558,0.000191949300515,0.7073,1.0,1.0,0.002,0.01,0.00341499096086,9,14,15,9,5,2
2046,35035394,0.04,0.00805683679122,327.6558,0.00015584775136800002,0.5403,1.0,1.0,0.002,0.015,0.0031507087117399997,10,15,10,5,4,1
2047,61396866,0.04,0.00450903106971,327.6558,6.91560047472e-05,0.2217,1.0,1.0,0.002,0.02,-0.0064111601982100004,6,7,7,1,1,0
2048,26943479,0.04,0.009558899478450001,327.6558,0.00022931006282900002,0.8936,1.0,1.0,0.002,0.025,0.00165164892766,6,14,19,10,8,5
2049,78332512,0.04,0.00707807915058,327.6558,0.00015573999474000001,0.556,1.0,1.0,0.002,0.03,0.00303360734971,8,13,13,8,5,1
2050,25197835,0.04,0.00449595115021,327.6558,7.22901832421e-05,0.22,1.0,1.0,0.002,0.035,-0.0031324796123299997,4,7,5,2,1,0
2100,70076457,0.05,0.0037765393838000002,327.6558,6.62544926042e-05,0.1938,1.0,1.0,0.002,0.005,-0.00512649201406,3,5,5,2,0,0
2101,99729057,0.05,0.00563775945668,327.6558,0.000104138644255,0.3227,1.0,1.0,0.002,0.01,-0.00199762487423,6,9,9,3,1,0
2102,74060649,0.05,0.0066769518465,327.6558,0.000152241203002,0.5396,1.0,1.0,0.002,0.015,-0.00229986754209,6,11,14,9,1,1
2103,59401106,0.05,0.00647802519614,327.6558,0.00012593011320100002,0.4233,1.0,1.0,0.002,0.02,-0.00427473774157,4,11,11,5,2,1
2104,19144969,0.05,0.00525377212724,327.6558,0.000128174529824,0.4227,1.0,1.0,0.002,0.025,-0.000731882968981,5,9,11,8,1,1
2105,79531897,0.05,0.00592248172093,327.6558,0.000118981350074,0.401,1.0,1.0,0.002,0.03,-0.0037114344817399995,7,9,11,5,1,1
2106,32846518,0.05,0.00441948876087,327.6558,8.24087505245e-05,0.2466,1.0,1.0,0.002,0.035,-0.0044002486561999996,4,5,6,4,0,0
2156,47421607,0.06,0.008819181334370001,327.6558,0.00021616019164500002,0.802,1.0,1.0,0.002,0.005,-0.004841940074729999,7,10,13,15,5,5
2157,50145945,0.06,0.0077715558917,327.6558,0.00018220238364400005,0.614,1.0,1.0,0.002,0.01,-0.00047428372097999997,10,11,13,11,6,1
2158,37079646,0.06,0.0044171462078,327.6558,9.47594193873e-05,0.2842,1.0,1.0,0.002,0.015,-0.00546763436133,4,8,8,3,2,0
2159,67436097,0.06,0.0059491980446,327.6558,0.000159231749311,0.5444,1.0,1.0,0.002,0.02,-0.00194407856986,5,12,8,11,4,2
2160,90187212,0.06,0.00804294115578,327.6558,0.00019268556416900004,0.6464,1.0,1.0,0.002,0.025,6.01160533656e-05,8,16,20,10,3,1
2161,13013773,0.06,0.00875939080986,327.6558,0.000218853799469,0.8024,1.0,1.0,0.002,0.03,-0.00262432152321,9,12,16,9,7,2
2162,13717660,0.06,0.0057416710124,327.6558,0.000115260887558,0.3498,1.0,1.0,0.002,0.035,-0.00415926953944,5,9,10,6,2,0
2212,77333260,0.07,0.0058011947273500005,327.6558,0.000142164858725,0.4701,1.0,1.0,0.002,0.005,-0.005496438472600001,5,10,11,6,2,1
2213,30960208,0.07,0.0110093738194,327.6558,0.000346074265304,1.335,1.0,1.0,0.002,0.01,-0.0007972029952879999,7,15,25,18,12,7
2214,87904344,0.07,0.00879157234415,327.6558,0.000229524388563,0.8025,1.0,1.0,0.002,0.015,-0.0010991614984,10,16,15,14,10,2
2215,93829866,0.07,0.00683925419677,327.6558,0.000166213059338,0.5387,1.0,1.0,0.002,0.02,-0.00196981242993,4,12,14,9,2,1
2216,10657433,0.07,0.00708535076198,327.6558,0.000175880368251,0.5704,1.0,1.0,0.002,0.025,-0.0019181373063,7,11,11,8,4,1
2217,6906773,0.07,0.00811903908756,327.6558,0.00019383878000099998,0.6449,1.0,1.0,0.002,0.03,-0.00224029781029,9,12,17,11,4,1
2218,33394119,0.07,0.00718541056375,327.6558,0.000175323112546,0.561,1.0,1.0,0.002,0.035,-0.00212059739255,8,10,16,9,3,1
2268,86475053,0.08,0.007119243900040001,327.6558,0.00021858146108500001,0.7151,1.0,1.0,0.002,0.005,-0.000747378910143,7,12,14,15,4,2
2269,65783959,0.08,0.0079328683499,327.6558,0.00022226058024199999,0.7425,1.0,1.0,0.002,0.01,-0.0018328755877100001,7,15,16,10,5,3
2270,8150436,0.08,0.00831661652499,327.6558,0.00029661850322,1.0645,1.0,1.0,0.002,0.015,-0.00035654480137599994,6,10,15,16,14,8
2271,4041189,0.08,0.008980289728579999,327.6558,0.000253306804154,0.8719,1.0,1.0,0.002,0.02,-0.00184672584065,7,14,23,10,11,3
2272,72278676,0.08,0.0050505446376899995,327.6558,0.000118303143052,0.3503,1.0,1.0,0.002,0.025,-0.00732046681844,5,6,7,8,2,1
2273,92086510,0.08,0.00693182602019,327.6558,0.00018012773868700003,0.5695,1.0,1.0,0.002,0.03,-0.00324037602383,5,12,11,9,6,2
2274,47302649,0.08,0.007699281428680001,327.6558,0.00017487537276099997,0.5756,1.0,1.0,0.002,0.035,-0.0055376538055,6,13,10,8,3,2
2324,24972525,0.09,0.00802954244506,327.6558,0.00024864336118799997,0.8403,1.0,1.0,0.002,0.005,-0.00242343808971,5,13,18,12,7,4
2325,46121794,0.09,0.009132250064200001,327.6558,0.00024091567157799996,0.7966,1.0,1.0,0.002,0.01,-0.00242449756543,7,13,13,13,13,2
2326,97867919,0.09,0.014863917737799999,327.6558,0.000479844135007,1.8719999999999999,1.0,1.0,0.002,0.015,-0.0010584861246299999,11,27,26,29,19,10
2327,4167132,0.09,0.00794073472903,327.6558,0.000191556978424,0.6148,1.0,1.0,0.002,0.02,-0.00467518350289,7,10,14,10,4,2
2328,8220207,0.09,0.011126426705,327.6558,0.000397513760936,1.4382,1.0,1.0,0.002,0.025,0.0027306705505799997,8,19,31,22,13,5
2329,92139605,0.09,0.010675170093499999,327.6558,0.000263741604153,0.8939,1.0,1.0,0.002,0.03,-0.00196407095262,9,20,19,12,7,4
2330,26412001,0.09,0.012120913805200001,327.6558,0.000381011603045,1.3789,1.0,1.0,0.002,0.035,0.0006772082953759999,8,19,25,21,12,6
2380,51941424,0.04,0.00818981014175,327.6558,0.000158006578442,0.5899,1.0,1.0,0.002,0.005,-0.0026336590734899997,6,12,13,8,3,2
2381,3394540,0.04,0.00910878755206,327.6558,0.00021331805560299998,0.8140000000000001,1.0,1.0,0.002,0.01,0.00106856153191,8,13,14,10,9,3
2382,28307342,0.04,0.008126529994279999,327.6558,0.00015039218722999998,0.5515,1.0,1.0,0.002,0.015,-0.00274037247645,8,13,11,3,3,3
2383,28506548,0.04,0.00495596345349,327.6558,7.98331472034e-05,0.2436,1.0,1.0,0.002,0.02,-0.0021844078294099996,5,7,5,1,0,0
2384,82255718,0.04,0.00404238803622,327.6558,6.55877209794e-05,0.2,1.0,1.0,0.002,0.025,-0.0044457541002,4,5,5,1,1,0
2385,17168209,0.04,0.00584055373505,327.6558,0.000121328685273,0.4172,1.0,1.0,0.002,0.03,0.0010350863536100002,5,13,10,6,2,1
2386,96106989,0.04,0.004021155119210001,327.6558,6.20533035804e-05,0.1845,1.0,1.0,0.002,0.035,-0.0051860869772700005,4,6,6,1,0,0
2436,56493974,0.05,0.00507810409522,327.6558,9.54411449931e-05,0.2982,1.0,1.0,0.002,0.005,-0.004421739496229999,5,11,6,3,1,0
2437,29123774,0.05,0.0113534404158,327.6558,0.000324629948629,1.2377,1.0,1.0,0.002,0.01,0.00638316477279,9,23,25,21,12,3
2438,38825748,0.05,0.00426406359775,327.6558,7.06786718745e-05,0.2085,1.0,1.0,0.002,0.015,-0.0054382264999,4,7,5,2,0,0
2439,59972131,0.05,0.006251914795489999,327.6558,0.000127016915763,0.4181,1.0,1.0,0.002,0.02,-0.00144771335968,6,9,9,6,2,1
2440,26713016,0.05,0.00685371855755,327.6558,0.000155686336338,0.5357,1.0,1.0,0.002,0.025,-0.000179589462509,7,14,18,4,2,2
2441,83839280,0.05,0.006379593140960001,327.6558,0.00012355023110200003,0.3874,1.0,1.0,0.002,0.03,-0.0004946245519049999,5,11,10,7,1,0
2442,62577662,0.05,0.00661710798615,327.6558,0.000134870834565,0.4683,1.0,1.0,0.002,0.035,-0.00410811770678,6,9,12,9,1,1
2492,47664918,0.06,0.00827929170573,327.6558,0.00023300809437400003,0.8221,1.0,1.0,0.002,0.005,0.00240913781052,6,18,25,13,6,3
2493,86491715,0.06,0.00432492120167,327.6558,8.45440910511e-05,0.2572,1.0,1.0,0.002,0.01,-0.0064355211207,4,4,6,3,2,0
2494,98212765,0.06,0.00585196440481,327.6558,0.00013206168524600002,0.4137,1.0,1.0,0.002,0.015,-0.0025445327524000003,5,10,9,8,2,0
2495,51868542,0.06,0.00824834097091,327.6558,0.000191253940397,0.6866,1.0,1.0,0.002,0.02,-0.00411685469389,7,18,11,7,9,1
2496,37422440,0.06,0.00412220167704,327.6558,7.83280729949e-05,0.2287,1.0,1.0,0.002,0.025,-0.007512999067520001,3,8,5,3,1,0
2497,82551364,0.06,0.00445242971799,327.6558,9.44607795896e-05,0.2811,1.0,1.0,0.002,0.03,-0.00545377136056,5,5,9,5,1,0
2498,31846397,0.06,0.006056004065340001,327.6558,0.000132215623286,0.4301,1.0,1.0,0.002,0.035,-0.0040142553973099996,6,10,13,5,3,1
2548,62426069,0.07,0.008694090022260001,327.6558,0.000265881782733,0.9581,1.0,1.0,0.002,0.005,0.000428018613148,6,18,17,15,8,3
2549,25005446,0.07,0.00813218700398,327.6558,0.00025772029572700004,0.9619,1.0,1.0,0.002,0.01,-0.00254621481383,5,15,19,13,12,6
2550,94563230,0.07,0.0063966569018199994,327.6558,0.000188688013181,0.6453,1.0,1.0,0.002,0.015,-0.0027663636602100004,5,13,13,8,5,2
2551,19464789,0.07,0.00841006421285,327.6558,0.00020020565733600002,0.6876,1.0,1.0,0.002,0.02,-0.0029553085956300004,11,14,13,13,3,1
2552,66846509,0.07,0.00808781009806,327.6558,0.000230577632633,0.8023,1.0,1.0,0.002,0.025,-0.000383641802875,7,17,21,14,6,2
2553,42110618,0.07,0.007450633283750001,327.6558,0.000160538903182,0.5446,1.0,1.0,0.002,0.03,-0.00598002497382,9,10,12,11,3,1
2554,49801132,0.07,0.00687607505751,327.6558,0.000185907892178,0.6054,1.0,1.0,0.002,0.035,-0.00029935453990800003,7,12,12,10,5,0
2604,61461667,0.08,0.008661783921200001,327.6558,0.000292776517617,1.0613,1.0,1.0,0.002,0.005,-0.0006611767144,7,15,17,19,12,5
2605,12017374,0.08,0.0049165324431599995,327.6558,0.000116209585707,0.3447,1.0,1.0,0.002,0.01,-0.00784367588025,4,6,6,6,6,1
2606,1695529,0.08,0.011343172625500001,327.6558,0.00038617380526199995,1.4249,1.0,1.0,0.002,0.015,0.00257552958893,9,21,27,23,12,9
2607,64751515,0.08,0.0071626700768199995,327.6558,0.000205465940075,0.7007,1.0,1.0,0.002,0.02,-0.00424417511212,3,10,15,12,8,2
2608,7124361,0.08,0.00579362078982,327.6558,0.00015106423672999999,0.4667,1.0,1.0,0.002,0.025,-0.00510751379364,5,10,8,8,6,1
2609,29309115,0.08,0.00993762964325,327.6558,0.00032445881351099995,1.1864,1.0,1.0,0.002,0.03,-6.40811557251e-05,9,19,22,20,13,7
2610,71942895,0.08,0.0084679672641,327.6558,0.00025575134022999996,0.8856,1.0,1.0,0.002,0.035,-0.00184115564454,7,15,16,19,7,4
2660,19563222,0.09,0.010097771484799999,327.6558,0.000265271440395,0.9276,1.0,1.0,0.002,0.005,-0.00357145184927,7,15,19,16,11,3
2661,52553195,0.09,0.00566695585787,327.6558,0.00015703483356799999,0.4784,1.0,1.0,0.002,0.01,-0.005724650073159999,4,7,10,8,6,3
2662,60415115,0.09,0.006697802119060001,327.6558,0.000204610924219,0.6626,1.0,1.0,0.002,0.015,-0.00389442685479,4,10,13,13,7,2
2663,38707410,0.09,0.00899538264248,327.6558,0.000253406204146,0.8540000000000001,1.0,1.0,0.002,0.02,-0.0017477651532499998,7,13,16,12,7,4
2664,30537588,0.09,0.009346381062799999,327.6558,0.00024078944238599997,0.7964,1.0,1.0,0.002,0.025,-0.00281256529201,7,14,14,13,6,3
2665,16178121,0.09,0.0118623891962,327.6558,0.000349063302218,1.2739,1.0,1.0,0.002,0.03,-0.00210604763192,8,16,24,19,12,8
2666,22550369,0.09,0.0070746655211699995,327.6558,0.00018082441827400002,0.574,1.0,1.0,0.002,0.035,-0.00461269872399,4,11,11,8,5,2
2716,49311969,0.04,0.009387446083540002,327.6558,0.00022105251848599997,0.8515,1.0,1.0,0.002,0.005,0.000974414785798,10,17,12,8,10,4
2717,73854391,0.04,0.00424528597037,327.6558,6.13944487691e-05,0.1826,1.0,1.0,0.002,0.01,-0.00553289863552,5,5,6,1,0,0
2718,87425533,0.04,0.00863461596877,327.6558,0.00019989558214099997,0.7656,1.0,1.0,0.002,0.015,-0.000988590181379,7,12,12,9,8,5
2719,759816,0.04,0.00422485461601,327.6558,6.23273132916e-05,0.1853,1.0,1.0,0.002,0.02,-0.0050338732957900005,5,5,5,1,0,0
2720,80062456,0.04,0.005859322537100001,327.6558,0.000106196575938,0.3439,1.0,1.0,0.002,0.025,-0.00046908255794699997,6,8,9,3,2,0
2721,49276933,0.04,0.00681233367358,327.6558,0.00012267718250299998,0.4052,1.0,1.0,0.002,0.03,0.0015707861202100002,10,13,11,2,2,0
2722,65477923,0.04,0.0056336083912,327.6558,9.02301224267e-05,0.305,1.0,1.0,0.002,0.035,-0.0045220566838,7,10,6,2,1,0
2772,61025647,0.05,0.00410728089348,327.6558,6.72489323427e-05,0.19699999999999998,1.0,1.0,0.002,0.005,-0.005870847971289999,5,7,4,2,0,0
2773,67748457,0.05,0.00639421879099,327.6558,0.00014225370296500002,0.4888,1.0,1.0,0.002,0.01,-0.00127472073633,6,13,11,4,3,1
2774,292058,0.05,0.00812321378933,327.6558,0.00018023021743900002,0.6633,1.0,1.0,0.002,0.015,-0.0036701664354099996,6,14,13,8,2,2
2775,40075613,0.05,0.00641989182637,327.6558,0.00013141954370799998,0.4276,1.0,1.0,0.002,0.02,-0.00116381157294,6,10,12,4,1,1
2776,28559031,0.05,0.011210486163700002,327.6558,0.000273093340085,1.0367,1.0,1.0,0.002,0.025,0.0019932590842699997,8,14,19,16,7,6
2777,9723392,0.05,0.00573567885364,327.6558,0.00010849816954799999,0.3359,1.0,1.0,0.002,0.03,-0.00223712076479,5,9,9,4,1,0
2778,70204222,0.05,0.0061981919142200005,327.6558,0.000117303425438,0.3774,1.0,1.0,0.002,0.035,-0.0022408428962299998,5,11,10,4,1,0
2828,37814634,0.06,0.005529540762399999,327.6558,0.000149487471377,0.5276,1.0,1.0,0.002,0.005,-0.00529877306122,4,10,8,10,7,1
2829,54756948,0.06,0.0086981709754,327.6558,0.00020140430688,0.7369,1.0,1.0,0.002,0.01,-0.00482008707104,6,13,14,10,7,2
2830,65634008,0.06,0.0075181822682400005,327.6558,0.000175718513398,0.5999,1.0,1.0,0.002,0.015,-0.00196653840916,5,12,13,9,5,1
2831,23280785,0.06,0.00643848295049,327.6558,0.000152532365809,0.5107,1.0,1.0,0.002,0.02,-0.00340804604529,7,12,13,8,4,1
2832,43729778,0.06,0.00969506840328,327.6558,0.000257577837066,0.9566,1.0,1.0,0.002,0.025,-0.00128449370321,7,17,17,15,8,6
2833,51565200,0.06,0.00821571005904,327.6558,0.00019918174945800002,0.6963,1.0,1.0,0.002,0.03,-0.000527869246692,8,15,14,11,6,1
2834,1682196,0.06,0.0062340042977,327.6558,0.000156386974331,0.5306,1.0,1.0,0.002,0.035,-0.0026230629740100005,5,12,14,7,4,1
2884,70603760,0.07,0.00562835074393,327.6558,0.00012796253515200002,0.3898,1.0,1.0,0.002,0.005,-0.00499497492283,5,11,9,6,3,0
2885,88790412,0.07,0.007214163489250001,327.6558,0.00018637894258099997,0.6186,1.0,1.0,0.002,0.01,-0.00267314352095,7,14,14,10,4,2
2886,85318608,0.07,0.0072457500704,327.6558,0.00020040577678800002,0.6791,1.0,1.0,0.002,0.015,-0.0011890567027600001,7,13,13,10,7,2
2887,50094465,0.07,0.00913063637729,327.6558,0.000234539997783,0.8089,1.0,1.0,0.002,0.02,-0.0003720033631580001,10,16,16,14,5,3
2888,88977090,0.07,0.00619411246683,327.6558,0.000159827709437,0.5011,1.0,1.0,0.002,0.025,-0.0027724275171599998,6,9,9,7,2,1
2889,92351553,0.07,0.00876362554425,327.6558,0.00021988509637299998,0.7859,1.0,1.0,0.002,0.03,-0.00350065894386,9,15,16,10,6,2
2890,9295450,0.07,0.00757059063348,327.6558,0.00021231134480400004,0.7418,1.0,1.0,0.002,0.035,-0.00201653556001,7,14,17,14,3,2
2940,71970766,0.08,0.00756994867983,327.6558,0.000205241190537,0.6907,1.0,1.0,0.002,0.005,-0.00474125862222,7,11,11,11,6,4
2941,6870942,0.08,0.00792458195967,327.6558,0.00020071233339900003,0.6642,1.0,1.0,0.002,0.01,-0.00304203530216,5,14,11,9,6,3
2942,17137054,0.08,0.00748251956287,327.6558,0.000239221473492,0.8092,1.0,1.0,0.002,0.015,-0.00116791730402,6,13,15,15,8,2
2943,95221528,0.08,0.0102462688685,327.6558,0.000309528055133,1.1548,1.0,1.0,0.002,0.02,-0.00144323860946,7,17,21,18,10,7
2944,18660245,0.08,0.0069573411904799995,327.6558,0.000165454364712,0.5213,1.0,1.0,0.002,0.025,-0.0045325485953,5,8,12,8,5,1
2945,73270729,0.08,0.010087283928900001,327.6558,0.00025616204692099995,0.9158,1.0,1.0,0.002,0.03,-0.00410271460133,9,16,18,14,12,3
2946,55152475,0.08,0.00929235344082,327.6558,0.000312147772698,1.1516,1.0,1.0,0.002,0.035,-0.00197150352441,6,13,20,22,9,10
2996,64315692,0.09,0.007314743769229999,327.6558,0.000171267944749,0.5207,1.0,1.0,0.002,0.005,-0.0052059101128000005,6,9,13,8,6,1
2997,94060039,0.09,0.0104585562715,327.6558,0.00028236194947500005,0.9656,1.0,1.0,0.002,0.01,-0.00128094676655,9,14,18,15,10,4
2998,58707838,0.09,0.007887165151859998,327.6558,0.00024565080569,0.8091,1.0,1.0,0.002,0.015,-0.000985078100661,4,11,16,14,7,4
2999,17841472,0.09,0.00902679156365,327.6558,0.00024701469672400004,0.8417,1.0,1.0,0.002,0.02,-0.0027748792561799996,6,13,16,15,10,3
3000,46680994,0.09,0.013335838108299998,327.6558,0.00039224384607400005,1.4449,1.0,1.0,0.002,0.025,-0.000300444741809,9,16,27,22,18,8
3001,17412761,0.09,0.00589334356238,327.6558,0.000141016041123,0.4234,1.0,1.0,0.002,0.03,-0.00659594426771,5,9,8,6,3,1
3002,6754314,0.09,0.011037335563299997,327.6558,0.00029152434161699997,0.9962,1.0,1.0,0.002,0.035,-0.000955369080539,10,17,23,14,9,4
3052,99820407,0.04,0.0034409067218499996,327.6558,4.659484560100001e-05,0.1342,1.0,1.0,0.002,0.005,-0.00805590907349,4,6,2,0,0,0
3053,61175793,0.04,0.00648078080003,327.6558,0.000130035420817,0.4486,1.0,1.0,0.002,0.01,0.0008642507823500001,7,10,9,4,2,1
3054,57731738,0.04,0.0037812887430999998,327.6558,5.74320836188e-05,0.1694,1.0,1.0,0.002,0.015,-0.005083004952060001,4,6,4,0,0,0
3055,50120644,0.04,0.00717551368133,327.6558,0.0001418178384,0.4956,1.0,1.0,0.002,0.02,-0.00014671830815399998,6,11,8,7,3,1
3056,88958478,0.04,0.004833132168489999,327.6558,8.04889232539e-05,0.2556,1.0,1.0,0.002,0.025,-0.00395820291004,5,8,6,2,1,0
3057,31960963,0.04,0.00580899307106,327.6558,9.56179538276e-05,0.3096,1.0,1.0,0.002,0.03,-0.0029373295861599997,6,10,6,2,1,0
3058,85284363,0.04,0.00698505926714,327.6558,0.00014360351966499998,0.4984,1.0,1.0,0.002,0.035,0.00256071717059,6,13,12,6,1,1
3108,55836946,0.05,0.005013540742560001,327.6558,8.42590857656e-05,0.2545,1.0,1.0,0.002,0.005,-0.00512486769891,6,5,7,3,0,0
3109,31163167,0.05,0.00586857222982,327.6558,0.000104668191112,0.321,1.0,1.0,0.002,0.01,-0.00257237117502,6,9,9,4,0,0
3110,22995351,0.05,0.00996087225787,327.6558,0.000239050866162,0.9136,1.0,1.0,0.002,0.015,-0.0019920874651900003,9,15,16,11,10,5
3111,4288172,0.05,0.00585531043813,327.6558,0.00010968041369499999,0.3425,1.0,1.0,0.002,0.02,-0.00224777021268,8,7,9,5,1,0
3112,56031791,0.05,0.005946121840220001,327.6558,0.000114243137202,0.3776,1.0,1.0,0.002,0.025,-0.0044754605832799995,7,9,9,3,2,1
3113,47869666,0.05,0.00804739516496,327.6558,0.00018380157996800001,0.6467,1.0,1.0,0.002,0.03,0.0012506402682,9,17,15,10,3,2
3114,44138407,0.05,0.005387961938859999,327.6558,9.627548917000001e-05,0.2953,1.0,1.0,0.002,0.035,-0.00289147770474,5,9,7,3,1,0
3164,71289269,0.06,0.0078368406434,327.6558,0.00020504063126199998,0.7255,1.0,1.0,0.002,0.005,-0.000520388420749,8,17,17,10,7,2
3165,93780792,0.06,0.007136963359149999,327.6558,0.000178483240597,0.6087,1.0,1.0,0.002,0.01,-0.00155131081454,7,12,13,10,3,1
3166,49750469,0.06,0.00528268934914,327.6558,9.80167483142e-05,0.2928,1.0,1.0,0.002,0.015,-0.00586851032941,5,7,8,3,1,0
3167,78256763,0.06,0.0051937565454300005,327.6558,0.00010630477238899999,0.3244,1.0,1.0,0.002,0.02,-0.00449012438717,5,6,5,6,2,0
3168,538264,0.06,0.00586554529192,327.6558,0.00013666751140399997,0.4217,1.0,1.0,0.002,0.025,-0.0013666351764,6,9,11,9,2,0
3169,65712489,0.06,0.00672638840876,327.6558,0.00014018961376,0.4431,1.0,1.0,0.002,0.03,-0.0019038346933299998,7,10,11,8,3,0
3170,68176439,0.06,0.0105918584983,327.6558,0.000302564689883,1.1395,1.0,1.0,0.002,0.035,0.0010042606707999998,10,21,19,19,12,3
3220,54255480,0.07,0.00464638378972,327.6558,0.00010385891684500001,0.3074,1.0,1.0,0.002,0.005,-0.006814165738489999,4,8,7,4,1,0
3221,93937391,0.07,0.010015842405299999,327.6558,0.000294046286536,1.0407,1.0,1.0,0.002,0.01,0.00284461368061,9,16,22,18,7,4
3222,70181728,0.07,0.006523648232409999,327.6558,0.000171099052728,0.5492,1.0,1.0,0.002,0.015,-0.00199330213161,6,9,13,8,5,1
3223,16765606,0.07,0.00923486996178,327.6558,0.00027162644250999996,0.9715,1.0,1.0,0.002,0.02,9.75879005658e-05,9,16,16,15,11,2
3224,16209358,0.07,0.0082428251348,327.6558,0.000181200466915,0.6331,1.0,1.0,0.002,0.025,-0.00568275276859,9,13,13,10,3,2
3225,13874588,0.07,0.0108161944097,327.6558,0.00035067331818800006,1.3147,1.0,1.0,0.002,0.03,0.00261518027439,9,19,23,22,12,6
3226,31060869,0.07,0.00869605923831,327.6558,0.00025046950616499996,0.8997,1.0,1.0,0.002,0.035,-0.0008131935956849998,8,17,15,16,10,3
3276,95305782,0.08,0.00785759093553,327.6558,0.000259227261174,0.8968,1.0,1.0,0.002,0.005,0.00033242857883800006,6,12,21,13,12,4
3277,27463226,0.08,0.007231569986460001,327.6558,0.000176916591172,0.5825,1.0,1.0,0.002,0.01,-0.004983102957449999,8,14,9,8,7,2
3278,21925169,0.08,0.0067698439027700005,327.6558,0.00017226766236300002,0.5296,1.0,1.0,0.002,0.015,-0.00329012740576,5,9,11,13,2,1
3279,20324459,0.08,0.008679084486690001,327.6558,0.00024147820515900003,0.8423,1.0,1.0,0.002,0.02,-0.00258899869833,8,14,17,15,8,3
3280,33144393,0.08,0.00831759115543,327.6558,0.000257564730342,0.9223,1.0,1.0,0.002,0.025,-0.00273506981612,7,13,14,15,11,6
3281,78016407,0.08,0.00559459919937,327.6558,0.00011673605380399998,0.3456,1.0,1.0,0.002,0.03,-0.006945923464379999,5,8,6,5,3,1
3282,91272492,0.08,0.006621794469859999,327.6558,0.00019771054161900003,0.6549,1.0,1.0,0.002,0.035,-0.00312208062535,4,11,15,10,6,2
3332,70746493,0.09,0.00841319012628,327.6558,0.00020894581942600002,0.6657,1.0,1.0,0.002,0.005,-0.0027810566034499997,6,13,12,11,6,1
3333,6783357,0.09,0.00875713546211,327.6558,0.000224662893312,0.7337,1.0,1.0,0.002,0.01,-0.00288397429552,6,14,14,12,7,3
3334,97452729,0.09,0.00902982227797,327.6558,0.000278710539165,0.9703,1.0,1.0,0.002,0.015,-0.0015720177496500003,5,17,19,12,8,4
3335,32930018,0.09,0.00622751583085,327.6558,0.000169854793542,0.524,1.0,1.0,0.002,0.02,-0.0051515835353,4,8,11,6,7,3
3336,56981680,0.09,0.00978068202857,327.6558,0.000283454909559,0.948,1.0,1.0,0.002,0.025,-5.67013845183e-05,8,18,23,13,9,4
3337,16916765,0.09,0.0086726949419,327.6558,0.000222633989945,0.7338,1.0,1.0,0.002,0.03,-0.00333859537053,8,14,15,10,10,2
3338,54303970,0.09,0.00600944480109,327.6558,0.00019100895900200002,0.5994,1.0,1.0,0.002,0.035,-0.00198175493737,3,8,11,10,9,4
3388,33005221,0.1,0.0130601565006,327.6558,0.00036027263047,1.2731,1.0,1.0,0.002,0.005,-0.0009384710555110001,12,22,29,13,11,6
3389,22019611,0.1,0.008573470399759999,327.6558,0.000244834494254,0.8068,1.0,1.0,0.002,0.01,-0.00282630698073,5,10,15,14,9,3
3390,59366603,0.1,0.0151756689889,327.6558,0.00045976648025099995,1.7077,1.0,1.0,0.002,0.015,0.0005416030415640001,9,21,33,30,14,6
3391,95322564,0.1,0.00742395042668,327.6558,0.00018505419579099998,0.5724,1.0,1.0,0.002,0.02,-0.0053467198311,6,9,9,6,7,3
3392,52043513,0.1,0.00943091061177,327.6558,0.0002662411181,0.8835,1.0,1.0,0.002,0.025,-0.0024813036209699996,6,11,19,15,9,5
3393,90311829,0.1,0.0149728077657,327.6558,0.00039848898041,1.4529,1.0,1.0,0.002,0.03,-0.00115561092795,10,18,24,20,17,6
3394,45900716,0.1,0.007704450594359999,327.6558,0.000192147660675,0.5838,1.0,1.0,0.002,0.035,-0.0050186578604,5,11,10,9,10,1
